run_id,step,birth_index,birth_type,death_index,death_type,event,mutants_before,mutants_after,N,true_r,true_i0
exp002_run01,130,17,A,0,A,17A:0A,18,18,22,1.3,13
exp002_run01,131,5,B,4,A,5B:4A,18,17,22,1.3,13
exp002_run01,132,6,B,2,A,6B:2A,17,16,22,1.3,13
exp002_run01,133,16,A,10,A,16A:10A,16,16,22,1.3,13
exp002_run01,134,19,A,1,A,19A:1A,16,16,22,1.3,13
exp002_run01,135,20,A,15,A,20A:15A,16,16,22,1.3,13
exp002_run01,136,0,A,3,A,0A:3A,16,16,22,1.3,13
exp002_run01,137,20,A,15,A,20A:15A,16,16,22,1.3,13
exp002_run01,138,1,A,0,A,1A:0A,16,16,22,1.3,13
exp002_run01,139,7,A,1,A,7A:1A,16,16,22,1.3,13
exp002_run01,140,2,B,1,A,2B:1A,16,15,22,1.3,13
exp002_run01,141,13,A,1,B,13A:1B,15,16,22,1.3,13
exp002_run01,142,19,A,19,A,19A:19A,16,16,22,1.3,13
exp002_run01,143,6,B,4,B,6B:4B,16,16,22,1.3,13
exp002_run01,144,7,A,19,A,7A:19A,16,16,22,1.3,13
exp002_run01,145,12,A,3,A,12A:3A,16,16,22,1.3,13
exp002_run01,146,4,B,20,A,4B:20A,16,15,22,1.3,13
exp002_run01,147,10,A,12,A,10A:12A,15,15,22,1.3,13
exp002_run01,148,9,B,10,A,9B:10A,15,14,22,1.3,13
exp002_run01,149,14,A,20,B,14A:20B,14,15,22,1.3,13
exp002_run01,150,14,A,19,A,14A:19A,15,15,22,1.3,13
exp002_run01,151,1,A,18,B,1A:18B,15,16,22,1.3,13
exp002_run01,152,2,B,9,B,2B:9B,16,16,22,1.3,13
exp002_run01,153,21,A,13,A,21A:13A,16,16,22,1.3,13
exp002_run01,154,3,A,15,A,3A:15A,16,16,22,1.3,13
exp002_run01,155,16,A,0,A,16A:0A,16,16,22,1.3,13
exp002_run01,156,21,A,2,B,21A:2B,16,17,22,1.3,13
exp002_run01,157,1,A,7,A,1A:7A,17,17,22,1.3,13
exp002_run01,158,12,A,17,A,12A:17A,17,17,22,1.3,13
exp002_run01,159,16,A,18,A,16A:18A,17,17,22,1.3,13
exp002_run01,160,16,A,6,B,16A:6B,17,18,22,1.3,13
exp002_run01,161,21,A,15,A,21A:15A,18,18,22,1.3,13
exp002_run01,162,5,B,10,B,5B:10B,18,18,22,1.3,13
exp002_run01,163,16,A,16,A,16A:16A,18,18,22,1.3,13
exp002_run01,164,8,A,3,A,8A:3A,18,18,22,1.3,13
exp002_run01,165,1,A,11,A,1A:11A,18,18,22,1.3,13
exp002_run01,166,20,A,20,A,20A:20A,18,18,22,1.3,13
exp002_run01,167,15,A,20,A,15A:20A,18,18,22,1.3,13
exp002_run01,168,5,B,11,A,5B:11A,18,17,22,1.3,13
exp002_run01,169,12,A,11,B,12A:11B,17,18,22,1.3,13
exp002_run01,170,19,A,3,A,19A:3A,18,18,22,1.3,13
exp002_run01,171,7,A,6,A,7A:6A,18,18,22,1.3,13
exp002_run01,172,15,A,12,A,15A:12A,18,18,22,1.3,13
exp002_run01,173,18,A,21,A,18A:21A,18,18,22,1.3,13
exp002_run01,174,6,A,1,A,6A:1A,18,18,22,1.3,13
exp002_run01,175,20,A,21,A,20A:21A,18,18,22,1.3,13
exp002_run01,176,1,A,4,B,1A:4B,18,19,22,1.3,13
exp002_run01,177,17,A,7,A,17A:7A,19,19,22,1.3,13
exp002_run01,178,18,A,5,B,18A:5B,19,20,22,1.3,13
exp002_run01,179,20,A,20,A,20A:20A,20,20,22,1.3,13
exp002_run01,180,13,A,8,A,13A:8A,20,20,22,1.3,13
exp002_run01,181,16,A,19,A,16A:19A,20,20,22,1.3,13
exp002_run01,182,19,A,9,B,19A:9B,20,21,22,1.3,13
exp002_run01,183,6,A,6,A,6A:6A,21,21,22,1.3,13
exp002_run01,184,14,A,16,A,14A:16A,21,21,22,1.3,13
exp002_run01,185,7,A,5,A,7A:5A,21,21,22,1.3,13
exp002_run01,186,14,A,10,B,14A:10B,21,22,22,1.3,13
