run_id,step,birth_index,birth_type,death_index,death_type,event,mutants_before,mutants_after,N,true_r,true_i0
exp002_run02,195,21,B,6,B,21B:6B,9,9,22,1.3,13
exp002_run02,198,21,A,9,A,21A:9A,10,10,22,1.3,13
exp002_run02,201,17,B,14,B,17B:14B,10,10,22,1.3,13
exp002_run02,204,7,B,16,B,7B:16B,8,8,22,1.3,13
exp002_run02,207,4,B,0,B,4B:0B,7,7,22,1.3,13
exp002_run02,210,10,A,19,B,10A:19B,6,7,22,1.3,13
exp002_run02,213,1,A,19,A,1A:19A,6,6,22,1.3,13
exp002_run02,216,9,A,5,B,9A:5B,7,8,22,1.3,13
exp002_run02,219,0,B,4,B,0B:4B,6,6,22,1.3,13
exp002_run02,222,13,A,16,B,13A:16B,7,8,22,1.3,13
exp002_run02,225,3,B,10,A,3B:10A,6,5,22,1.3,13
exp002_run02,228,3,A,14,B,3A:14B,5,6,22,1.3,13
exp002_run02,231,21,B,18,B,21B:18B,7,7,22,1.3,13
exp002_run02,234,18,B,4,B,18B:4B,8,8,22,1.3,13
exp002_run02,237,12,A,12,A,12A:12A,7,7,22,1.3,13
exp002_run02,240,12,A,18,B,12A:18B,8,9,22,1.3,13
exp002_run02,243,4,B,12,A,4B:12A,8,7,22,1.3,13
exp002_run02,246,18,A,14,A,18A:14A,6,6,22,1.3,13
exp002_run02,249,8,B,9,B,8B:9B,5,5,22,1.3,13
exp002_run02,252,19,B,1,B,19B:1B,4,4,22,1.3,13
exp002_run02,255,4,B,4,B,4B:4B,4,4,22,1.3,13
exp002_run02,258,19,B,16,B,19B:16B,3,3,22,1.3,13
exp002_run02,261,17,B,5,A,17B:5A,3,2,22,1.3,13
exp002_run02,264,11,A,20,B,11A:20B,2,3,22,1.3,13
exp002_run02,267,18,A,15,B,18A:15B,3,4,22,1.3,13
exp002_run02,270,1,B,21,B,1B:21B,4,4,22,1.3,13
exp002_run02,273,3,B,18,A,3B:18A,4,3,22,1.3,13
exp002_run02,276,1,B,13,B,1B:13B,3,3,22,1.3,13
exp002_run02,279,18,B,11,A,18B:11A,3,2,22,1.3,13
exp002_run02,282,14,B,6,B,14B:6B,2,2,22,1.3,13
exp002_run02,285,13,B,20,A,13B:20A,2,1,22,1.3,13
exp002_run02,288,14,B,1,B,14B:1B,1,1,22,1.3,13
exp002_run02,291,10,B,2,B,10B:2B,1,1,22,1.3,13
exp002_run02,294,10,B,11,B,10B:11B,1,1,22,1.3,13
exp002_run02,297,13,B,10,B,13B:10B,1,1,22,1.3,13
exp002_run02,300,18,B,14,B,18B:14B,1,1,22,1.3,13
exp002_run02,303,8,B,2,B,8B:2B,1,1,22,1.3,13
